id,zotero_link,year,title
3032,NI37E9DX,2016,Cooling and societal change during the Late Antique Little Ice Age from 536 to around 660 AD
3033,X994IQUK,2016,Minority Religious Groups and Life Satisfaction in India
3034,T4CMB44R,2012,Religious dynamics not primary in most conflicts in Africa
3035,45QW8QQ3,2019,Religious discrimination and religious armed conflict in sub-Saharan Africa: an obvious relationship?
3036,5QTVR44C,2011,Do Religious Factors Impact Armed Conflict? Empirical Evidence From Sub-Saharan Africa
3037,NM62NZBZ,2017,The Logic of Ethnic and Religious Conflict in Africa
3038,AH23QP8Q,2010,The Road to Religious Tolerance in Education in South Africa (and Elsewhere): a Possible ‘Martian Perspective’
3039,3VJV22ZY,2017,Corruption and development
3040,WYUWW4PH,1984,The irony of democracy: An uncommon introduction to American politics
3041,RILX76CM,2021,How Complex were Ancient Societies and Religions?: An Ancient Historian’s Response to “Complex Societies Precede Moralizing Gods throughout World History”(Whitehouse et al. 2019)
3042,BF75SDXW,2010,Empires in world history: Power and the politics of difference
3043,SMCKIXD3,0,A Revolt in the Early Sokoto Caliphate
3091,V9NQRDN9,2013,Jula Ajami in Burkina Faso: A Grassroots Literacy in the Former Kong Empire
3044,MHQ4T8TV,1962,An Islamic Tradition of Reform in the Western Sudan from the Sixteenth to the Eighteenth Century
3045,7TXT7C48,2006,Big Is Sometimes Best: The Sokoto Caliphate and Economic Advantages of Size in the Textile Industry
3046,T76FXMXP,2012,Documents on Slavery in West Africa: An Introduction
3047,GW24XJH9,2013,Rethinking Pre-Colonial State Formation and Ethno-Religious Identity Transformation in Hausaland under the Sokoto Caliphate.
3048,Z5CERKFZ,1988,Robes of the Sokoto Caliphate
3049,V8VK6H78,0,SOKOTO CALIPHATE: ITS RISE AND FALL
3050,AWWN58MH,-1,The Influence of Al-Faruqi on Islamic Thought in the West African Sub-Region .pdf
3051,4H6NXF78,1993,Textile Production and Gender in the Sokoto Caliphate
3052,W2Z9BK6N,1979,The Characteristics of Plantations in the Nineteenth-Century Sokoto Caliphate
3053,HSGHGK4Q,1974,THE EMIRATE-TYPE OF GOVERNMENT IN THE SOKOTO CALIPHATE
3054,T7DPINS7,1985,"The Role of Women as ""Agents Religieux"" in Sokoto"
3055,UNKZ2UGW,1976,The Sokoto Caliphate Slave Trade in the Nineteenth Century
3056,IHDVKA7E,2008,The meanings of Timbuktu
3057,FS9AKXPF,1999,The Jihād and the Formation of the Sokoto Caliphate
3058,7XV2T4N8,1986,"Population and Agriculture in the Sokoto-Rima Basin of North-West Nigeria: A Study of Political Intervention, Adaptation and Change, 1800-1980 (Population et agriculture dans le bassin Sokoto-Rima (nord-ouest du Nigeria): étude de l'intervention politique, de l'adaptation et du changement, 1800-1980)"
3059,H3NRBE7U,2008,"Religion, law and human rights in post-conflict Liberia : focus : the foundations and future of law, religion and human rights in Africa"
3060,E2NKI92E,2014,The troubled relationship of state and religion in Eritrea
3061,E3GVK7BF,2014,"Religion, Repression, and Human Rights in Eritrea and the Diaspora"
3062,NC8T92UQ,2013,Religious Persecution in Eritrea and the Role of the European Union in Tackling the Challenge
3063,JUKWZK3T,2011,Religion in public spaces: Emerging Muslim–Christian polemics in Ethiopia
3064,Z5FX335S,2002,Øyvind Eide: Revolution and Religion in Ethiopia. The Growth and Persecution of The Mekane Yesus Church. 1974–1985
3065,QS55NE7Z,2010,Evangelical Christians and Indirect Resistance to Religious Persecution in Ethiopia
3066,RHZXKMI6,2011,EPRDF's revolutionary democracy and religious plurality: Islam and Christianity in post-Derg Ethiopia
3067,NNIQ3CC2,2002,Rights of Religious Minorities in Nigeria
3068,5KFKH6RM,2012,Religious violence in Nigeria: Causal diagnoses and strategic recommendations to the state and religious communities
3069,QCD7C7JF,2016,Religious Violence in Contemporary Nigeria: Implications and Options for Peace and Stability Order
3070,HX62J7VC,2014,Religious Diversity and Violent Conflict: Lessons from Nigeria
3071,2EH5PPUU,2014,PEACE AND RELIGIOUS TOLERANCE EDUCATION IN NIGERIA: THE ISLAMIC PERSPECTIVE
3072,H68DWW9R,2013,A DISCOURSE ON RELIGIOUS CONFLICT AND TOLERANCE IN MULTI-FAITH NIGERIA
3073,QWFM4S6B,2021,From Conflict to COVID: How Shared Experiences Shape Our World and How They Could Improve It
3074,5RUPN5VI,2013,Contradictions in Creating a Jihadi Capital: Sokoto in the Nineteenth Century and Its Legacy
3075,ZANHCUFH,1994,Challenges to the Hegemony of the Sokoto Caliphate: A Preliminary Examination
3076,4WU7VYJC,2009,The thunder of history: The origins and development of the new fiscal sociology
3077,I47PDHBE,1990,'Living Water': Vodka and Russian Society on the Eve of Emancipation: Vodka and Russian Society on the Eve of Emancipation
3078,4CNVYUDB,2009,The Myth of a Systemic Crisis in Russia after the Great Reforms of the 1860s-1870s
3079,SJAIVKDW,2009,Historical Dictionary of Nigeria
3080,87XHFF23,2012,The Spread of the Sooro: Symbols of Power in the Sokoto Caliphate
3081,KWK3PNWM,2015,"(Un)Desirable Customs: A History of Indigenous Religion and the Making of Modern Ghana, C. 1800-1966"
3082,VB4SMZB2,2021,"Chapter 16. Muslims, Music, and Religious Tolerance in Egypt and Ghana: A Comparative Perspective on Difference"
3083,P66N8BIR,2020,Religious Pluralism in Ghana: Using the Accommodative Nature of African Indigenous Religion (AIR) as a Source for Religious Tolerance and Peaceful Coexistence
3084,8HVCK98J,2020,All in this Together? Social Tensions in the Post-Jammeh Gambia
3085,ZJD88AWS,0,"AD362: ‘All in this together’: Africans tolerant on ethnic, religious, national, but not sexual differences | Afrobarometer"
3086,CABFMKCT,2021,Everyday Practices of Toleration: The Interfaith Foundations of Peace Accords in Sierra Leone
3087,5ANTXMZ9,0,Religion and Peacemaking in Sierra Leone
3088,262NVIBK,1964,THE INFLUENCE OF ARABIC IN WEST AFRICA: A PRELIMINARY HISTORICAL SURVEY
3089,BNUPV6ZK,1990,The Impact of the Atlantic Slave Trade on the Societies of the Western Sudan
3090,M5KUP5DJ,1970,The Cowrie Currencies of West Africa. Part II
3875,CPB53L79,2021,South Asia
3092,ZM5DRQJN,2012,Imams of Gonja The Kamaghate and the Transmission of Islam to the Volta Basin (Les imams de Gonja et Kamaghate et la transmission de l'islam dans le bassin de la Volta)
3093,PKWJMNI5,1988,Warriors and Traders. The Political Organization of a West African Chiefdom (Guerriers et commerçants: l'organisation politique d'une chefferie ouest-africaine)
3094,FXCVWDRI,2006,The Great Lakes of Africa
3095,CGWH5PTX,2021,"Cognitive and quantitative approaches to Islamic studies: Integrating psychological, socioeconomic, and digital‐cultural statistics"
3096,SQX8BRCP,1994,"The British Occupation of the Sokoto Caliphate: The Military Dimension, 1897-1906"
3097,A9F557EW,1999,"Credit, currencies, and culture: African financial institutions in historical perspective"
3098,H7J2NC37,2011,"Ibn Khaldun, Cyclical Theory and the Rise and Fall of Sokoto Caliphate, Nigeria West Africa"
3099,MES7AN4T,2016,The Encyclopedia of Empire
3100,TJFZI5D9,2007,Gold Mining and Jula Influence in Precolonial Southern Burkina Faso
3101,I5PJ6PAH,2009,On the Problem of the Proto-Mande Homeland
3102,VSJK4VDZ,2016,Resilience: A commentary from the vantage point of anthropology
3103,U5VQJRE6,2017,Resilience for Whom? The Problem Structuring Process of the Resilience Analysis
3104,2WPUM5KQ,2015,Between the world and me
3105,KKBXESK6,1980,"Traders and the Center in Massina, Kong, and Samori's State"
3106,A73KWZY5,2006,Racial and ethnic economic inequality: an international perspective
3107,PBJ5ME9L,2021,National History and New Nationalism in the Twenty-First Century
3108,9DREHXIE,2020,"Democracy in America? Partisanship, polarization, and the robustness of support for democracy in the United States"
3109,YA7NS745,2016,On democratic backsliding
3110,4R4JGSTG,2021,Opposing Democracy in the Digital Age: The Yellow Shirts in Thailand
3111,IIX4Y3PP,2021,Democratic regression in Asia: introduction
3112,RE2WB6GW,2016,Cultural backlash and the rise of populism
3113,PWWEXT26,2006,Neo-nationalism in Europe and beyond: perspectives from social anthropology
3114,TKBZXBNN,2000,"The Wangara, an Old Soninke Diaspora in West Africa? (Les Wangara, une vieille diaspora soninke d'Afrique de l'Ouest?)"
3115,VBCXZ5DN,1998,The War Houses of the Watara in West Africa
3116,P9B5S5UR,2017,Understanding How Christians Respond to Religious Persecution: Evidence from Kenya and Nigeria
3117,VUP929SK,2009,"Religion, Conflict and Boundary Politics in Sri Lanka"
3118,PHFUZV65,2018,"Religion, Space and Conflict in Sri Lanka: Colonial and Postcolonial Contexts"
3119,RB8487KP,2006,"Buddhism, Conflict and Violence in Modern Sri Lanka"
3120,A3RIGX48,2003,“God Willing”: The Politics and Ideology of Islamism in Bangladesh
3121,ADBFJEQM,2017,Law and Religion in Bangladesh
3122,IKQR93G8,2015,Arab Awakening and Its Impact on Bangladesh
3123,TPPJRIW9,2021,Bangladesh: Religious Intolerance in Bangladesh
3124,JITUD6BF,2005,Political Violence in Bangladesh: Trends and Causes
3125,VENE4G32,2008,Religious Education in Non-Religious Schools: A Comparative Study of Pakistan and Bangladesh
3126,46EUTAEB,1998,"The use of Islam as a political legitimization tool: The Bangladesh experience, 1972–1990"
3127,6G8BC87V,2011,Islamist militancy in Bangladesh: why it failed to take root
3128,TSWFQ8XI,0,Religion and Politics: A Study of Bangladesh Jamaat-e-Islami
3129,XE2PB22C,2011,Contesting identities in Bangladesh: a study of secular and religious frontiers
3130,ZMPCPP6R,2011,Content Analysis of Textbooks of Social and Pakistan Studies for Religious Tolerance in Pakistan
3131,TU6I44JK,2020,Civil society and the contemporary threat to religious freedom in Bangladesh
3132,BUSMPJK7,2002,"Community boundary, secularized religion and imagined past in Bangladesh: Archaeology and historiography of unequal encounter"
3133,2HCA5TG6,2015,Religious tourism and religious tolerance: insights from pilgrimage sites in India
3134,WDCQGRXS,2021,Religious tolerance in multifaith democracies: a comparative legal study of Indonesia and India
3135,36P83I62,2010,Tolerance and Tension: Islam and Christianity in Sub-Saharan Africa
3136,EMU5M6VZ,2018,"Religious Tolerance, Transnational Dynamics and the State in Tanzania"
3137,MCTDDGC2,1991,The minority status of Islam in East Africa: a historico‐sociological perspective
3138,8G4GS7EX,2005,Islamic Militancy in East Africa
3139,395Q8CA2,2008,Islamic Radicalism in East Africa: Is There a Cause for Concern?
3140,GBX3EZB7,2008,"Trade, Institutions and Religious Tolerance: Evidence from India"
3141,2G7JH9QU,2006,Islam and democracy in East Africa
3142,UHT4NSMD,2016,Islamist Extremism in East Africa
3144,IAM9M8EX,1982,"The Kingdom of Kongo, ca. 1390-1678. The Development of an African Social Formation (Le royaume du Kongo, ca. 1390-1678. Développement d'une formation sociale africaine)"
3145,NQ5VFMUD,2004,Ouidah: The Social History of a West African Slaving 'port' 1727-1892
3146,RSF5Z7U3,0,"Encyclopedia of African History and Culture: Ancient Africa (Prehistory to 500 CE), vol. 1"
3147,SPXH2IUW,2001,"Credit, Currencies, and Culture: African Financial Institutions in Historical Perspective"
3148,5UK64SQ5,2009,Hueda (Whydah) Country and Town: Archaeological Perspectives on the Rise and Collapse of an African Atlantic Kingdom
3149,NG25ZET6,1975,The Kisra Legend and the Distortion of Historical Tradition
3150,6C35QD8M,1980,The Kisra Legend as Oral History
3151,2H7Z7CFU,1976,The Sokoto Caliphate Slave Trade in the Nineteenth Century
3152,TZURUDR2,1984,"Through the Palace Gates, Chiefs and Chronology: Developing Reliable Dating Structures"
3153,NTI9GQMF,1966,The Divine Kingship of the Jukun: A Re-Evaluation of Some Theories
3154,PM9QT9XZ,2000,Space and Gender: Cultural Limitations of Space in Two Communities of Northeastern Nigeria
3155,A648Z5UT,1995,Slavery and Slave Trade in the Kom Kingdom of the 19th Century
3156,DNP35EWZ,1969,Oral Tradition and the History of Igala
3157,B8ZA75UK,2008,"Sea transport, part 1: ships and navigation"
3158,WYSK68WV,2004,In the beginning was the war: conflict and the emergence of the Egyptian state
3159,75YLRJFG,2017,The Development of Nomadism in Ancient Northeast Africa
3160,KDQYN98X,2002,Reflections of Osiris: lives from ancient Egypt
3161,F53RVZN3,2019,North Africa: Egypt
3162,8MR22ALP,2014,"Economies of ghosts, gods, and goods: The history and anthropology of Chinese temple networks"
3163,MGKQEXIR,2008,Democracy and knowledge
3164,2AXUQGFB,1908,Notes on the Tribes of the Muri Province
3165,BLBEDHU7,2012,The Collapse at the End of the Bronze Age
3166,8JKAH2V5,1990,"""The Common People Were Divided"": Monarchy, Aristocracy and Political Factionalism in the Kingdom of Whydah, 1671-1727"
3167,W6UWCNCN,2021,Triangulation supports agricultural spread of the Transeurasian languages
3168,5AN8R7UW,2014,Pre-Colonial Political Administration in the North Central Nigeria: a Study of the Igala Political Kingdom
3169,GGQQ3MCG,2005,God's punishment and public goods
3170,BQ9PFNXC,2015,Big Gods: religion in the beginning
3171,MSQPBNIA,1983,FORMATIVE PRINCIPLES OF STATE-FORMATION IN MIDDLE BELT OF NIGERIA BEFORE THE EIGHTEENTH CENTURY
3172,AMMWZ5KT,1999,Post-Abolition Niger River Commerce and the Nineteenth-Century Igala Political Crisis
3173,M65F6WG9,1973,Review of The Igbo-Igala Borderland: Religion and Social Control in Indigenous African Colonialism
3174,38SQNCRA,1982,THE IMPACT OF EUROPEAN TRADE ON IGBO-IGALA COMMERCIAL RELATIONS IN THE LOWER NIGER C. 1650-1850 A.D.
3175,FZIM9AVA,1999,"The Political Economy of Aboh, 1830-1857"
3176,B6AAT3JR,2018,Trends and fluctuations in the severity of interstate wars
3177,CV6VF6DR,2018,Hindcasting global population densities reveals forces enabling the origin of agriculture
3178,DHW5WTJD,2007,"Chieftaincy and Security in Nigeria Past, Present, and Future"
3179,9DXXPF2H,1968,Onọjọ Ogboni: Problems of Identification and Historicity in the Oral Traditions of the Igala and Northern Nsukka Igbo of Nigeria
3180,2ZGBJQ3Z,2016,Local Perceptions of Political Entities along the Southern Bank of the Zambesi in the 16th and Early 17th Centuries
3181,T5BNKGK6,1972,Politics and Long-Distance Trade in the Mwene Mutapa Empire during the Sixteenth Century
3182,JJA9838N,2020,Ancient Odogo Building of Igala Kingdom: the Oldest Storey Building in Nigeria
3183,CSKDX2SM,2021,Recentering the Borderlands: Matepe as Sacred Technology from the Mutapa State to the Age of Vapostori
3184,JZQ46GB8,1988,On the Trail of Voodoo: African Christianity in Africa and the Americas
3185,98WGJINI,2004,Landscape Politics: The Serpent Ditch and the Rainbow in West Africa
3186,TXMRDFMN,1988,History and Legitimacy: Aspects of the Use of the past in Precolonial Dahomey
3187,7V3FV8QI,1990,"Further Light on Bulfinch Lambe and the ""Emperor of Pawpaw:"" King Agaja of Dahomey's Letter to King George I of England, 1726"
3188,N4RFH65A,1983,"Trade and Politics behind the Slave Coast: The Lagoon Traffic and the Rise of Lagos, 1500-1800"
3189,9J3G2K5Q,2010,Power by design: Architecture and politics in precolonial Dahomey
3190,T78WCTGJ,1994,The Slave Trade in Seventeenth-Century Allada: A Revision
3191,VTI5RQVP,2004,Medicinal Plants Used to Treat Malaria in Southern Benin
3192,KPSUG3SM,1948,The Classification of African Languages
3193,K3ICNG5E,1995,The Path of the Leopard: Motherhood and Majesty in Early Danhomè
3194,88W62WF3,1963,Agaja and the Conquest of the Coastal Aja States 1724–30
3195,U957EGQV,1988,A Neglected Account of the Dahomian Conquest of Whydah (1727): The 'Relation de la Guerre de Juda' of the Sieur Ringard of Nantes
3196,ENFHXRQA,2021,The life cycle model of Chinese empire dynamics (221 BC–1912 AD)
3197,VQJ8GLM6,2022,The ritual animal: Imitation and cohesion in the evolution of social complexity
3198,E8PDNFTI,1932,"Notes on the Munshi (""Tivi"") Tribe of Northern Nigeria: Some Historical Outlines"
3199,3AEMSZPK,1980,Wheeled Transport in Pre-Colonial West Africa
3200,B7B2RSQ5,1977,Royal Monopoly and Private Enterprise in the Atlantic Trade: The Case of Dahomey
3201,I3D8PCFM,1989,"Robert Norris, Agaja, and the Dahomean Conquest of Allada and Whydah"
3202,VJ69UHEQ,1992,Posthumous Questions for Karl Polanyi: Price Inflation in Pre-Colonial Dahomey
3203,57IPD2M5,2002,"Of Small Things Remembered: Beads, Cowries, and Cultural Translations of the Atlantic Experience in Yorubaland"
